" ID","Item title","Final URL","Image URL","Item subtitle","Item description","Item category",Price,"Contextual keywords","Item address"
8203069,"Smart Fortwo Mhd Coupe",https://www.autounica.com/it/smart/fortwo-mhd-coupe-passion-autom-tetto-panoram-77-000-km_4395.htm,https://graphics.gestionaleauto.com/gonline_graphics/8203069_O_59786e7892e70.jpg,"Da Autounica a Brescia","Smart Fortwo Mhd Coupe",Smart,"6,900 EUR","""77.080 Km; Ottobre 2012; Benzina; 52KW / 71CV; Automatico; Grigio opaco pastell; Nero - Tessuto""","- Brescia, BS - Via Valcamonica, 19/h - 45,5471165 ,10,1638985"
8204101,"Mazda 3 2.2 Skyactiv-d",https://www.autounica.com/it/mazda/3-2-2-skyactiv-d-exceed-navi-led-sens-xenon-51-000km_4397.htm,https://graphics.gestionaleauto.com/gonline_graphics/8204101_O_5971a9efeffe4.jpg,"Da Autounica a Brescia","Mazda 3 2.2 Skyactiv-d",Mazda,"16,900 EUR","""51.370 Km; Gennaio 2014; Diesel; 110KW / 150CV; Manuale; Nero metallizzato; Nero - Tessuto""","- Brescia, BS - Via Valcamonica, 19/h - 45,5471165 ,10,1638985"
8209131,"Toyota Aygo Vvt-i 5 Porte",https://www.autounica.com/it/toyota/aygo-vvt-i-5-porte-solo-40-000-km-clima-radio-cd_4398.htm,https://graphics.gestionaleauto.com/gonline_graphics/8209131_O_5970e4434793b.jpg,"Da Autounica a Brescia","Toyota Aygo Vvt-i 5 Porte",Toyota,"5,500 EUR","""40.061 Km; Giugno 2010; Benzina; 50KW / 68CV; Manuale; Argento metallizzato; Nero - Tessuto""","- Brescia, BS - Via Valcamonica, 19/h - 45,5471165 ,10,1638985"
8212462,"Mini Countryman Cooper D",https://www.autounica.com/it/mini/countryman-cooper-d-countryman-all4_4401.htm,https://graphics.gestionaleauto.com/gonline_graphics/8212462_O_59720a9e6d9c8.jpg,"Da Autounica a Brescia","Mini Countryman Cooper D",Mini,"15,900 EUR","""114.562 Km; Gennaio 2012; Diesel; 82KW / 111CV; Manuale; Bianco pastello; Nero - Tessuto""","- Brescia, BS - Via Valcamonica, 19/h - 45,5471165 ,10,1638985"
8214120,"Mercedes-benz A 160",https://www.autounica.com/it/mercedes-benz/a-160-blueefficiency-coupe-cerchi-16-uniprop-119-000-km_4403.htm,https://graphics.gestionaleauto.com/gonline_graphics/8214120_O_5972fe791a721.jpg,"Da Autounica a Brescia","Mercedes-benz A 160",Mercedes-benz,"6,900 EUR","""119.022 Km; Settembre 2009; Benzina; 70KW / 95CV; Manuale; Bianco pastello; Nero - Tessuto""","- Brescia, BS - Via Valcamonica, 19/h - 45,5471165 ,10,1638985"
8214096,"Bmw 318 D Touring Modern",https://www.autounica.com/it/bmw/318-d-touring-modern-pelle-sens-led-autom-navi-cruise_4404.htm,https://graphics.gestionaleauto.com/gonline_graphics/8214096_O_597326ed2e2e0.jpg,"Da Autounica a Brescia","Bmw 318 D Touring Modern",Bmw,"20,900 EUR","""119.370 Km; Ottobre 2014; Diesel; 105KW / 143CV; Automatico; Nero metallizzato; Beige - Pelle/Tessuto""","- Brescia, BS - Via Valcamonica, 19/h - 45,5471165 ,10,1638985"
8216433,"Volvo V60 Drive Momentum",https://www.autounica.com/it/volvo/v60-drive-momentum_4405.htm,https://graphics.gestionaleauto.com/gonline_graphics/8216433_O_597326275c86f.jpg,"Da Autounica a Brescia","Volvo V60 Drive Momentum",Volvo,"12,900 EUR","""113.288 Km; Ottobre 2012; Diesel; 84KW / 114CV; Manuale; Bianco pastello; Nero - Tessuto""","- Brescia, BS - Via Valcamonica, 19/h - 45,5471165 ,10,1638985"
8217726,"Volkswagen Touareg 2.5 R5",https://www.autounica.com/it/volkswagen/touareg-2-5-r5-tdi_4406.htm,https://graphics.gestionaleauto.com/gonline_graphics/8217726_O_59738b15d9323.jpg,"Da Autounica a Brescia","Volkswagen Touareg 2.5 R5",Volkswagen,"13,900 EUR","""139.871 Km; Maggio 2009; Diesel; 128KW / 174CV; Manuale; Argento metallizzato; Nero - Pelle""","- Brescia, BS - Via Valcamonica, 19/h - 45,5471165 ,10,1638985"
8224157,"Fiat 500 1.2 Lounge",https://www.autounica.com/it/fiat/500-1-2-lounge-neopatentati_4410.htm,https://graphics.gestionaleauto.com/gonline_graphics/8224157_O_5976f6d3e1c20.jpg,"Da Autounica a Brescia","Fiat 500 1.2 Lounge",Fiat,"7,500 EUR","""73.939 Km; Ottobre 2011; Benzina; 51KW / 69CV; Manuale; Bianco pastello; Grigio - Tessuto""","- Brescia, BS - Via Valcamonica, 19/h - 45,5471165 ,10,1638985"
8228911,"Citroen C3 Picasso 1.6",https://www.autounica.com/it/citroen/c3-picasso-1-6-e-hdi-90-exclusive_4411.htm,https://graphics.gestionaleauto.com/gonline_graphics/8228911_O_597868ab5ca7f.jpg,"Da Autounica a Brescia","Citroen C3 Picasso 1.6",Citroen,"9,900 EUR","""49.178 Km; Maggio 2013; Diesel; 68KW / 92CV; Manuale; Nero metallizzato; Nero - Tessuto""","- Brescia, BS - Via Valcamonica, 19/h - 45,5471165 ,10,1638985"
8228980,"Fiat Panda 0.9 Twinair",https://www.autounica.com/it/fiat/panda-0-9-twinair-turbo-s-s-4x4_4413.htm,https://graphics.gestionaleauto.com/gonline_graphics/8228980_O_5978abbcda07f.jpg,"Da Autounica a Brescia","Fiat Panda 0.9 Twinair",Fiat,"9,900 EUR","""100.104 Km; Novembre 2012; Benzina; 63KW / 86CV; Manuale; Argento metallizzato; Grigio - Tessuto""","- Brescia, BS - Via Valcamonica, 19/h - 45,5471165 ,10,1638985"
8240156,"Fiat Punto Evo 1.3 Mjt 95",https://www.autounica.com/it/fiat/punto-evo-1-3-mjt-95-cv-dpf-5-porte-s-s-dynamic_4417.htm,https://graphics.gestionaleauto.com/gonline_graphics/8240156_O_597b468459170.jpg,"Da Autounica a Brescia","Fiat Punto Evo 1.3 Mjt 95",Fiat,"6,900 EUR","""85.528 Km; Luglio 2011; Diesel; 70KW / 95CV; Manuale; Antracite metallizza; Nero - Tessuto""","- Brescia, BS - Via Valcamonica, 19/h - 45,5471165 ,10,1638985"
8240097,"Citroen C3 Picasso 1.6",https://www.autounica.com/it/citroen/c3-picasso-1-6-hdi-90_4418.htm,https://graphics.gestionaleauto.com/gonline_graphics/8240097_O_597b6eda7210e.jpg,"Da Autounica a Brescia","Citroen C3 Picasso 1.6",Citroen,"9,900 EUR","""75.581 Km; Marzo 2014; Diesel; 68KW / 92CV; Manuale; Antracite metallizza; Nero - Tessuto""","- Brescia, BS - Via Valcamonica, 19/h - 45,5471165 ,10,1638985"
8245513,"Lancia Thema 3.0 V6",https://www.autounica.com/it/lancia/thema-3-0-v6-multijet-ii-239-cv-platinum_4419.htm,https://graphics.gestionaleauto.com/gonline_graphics/8245513_O_597cb768c829b.jpg,"Da Autounica a Brescia","Lancia Thema 3.0 V6",Lancia,"15,900 EUR","""123.038 Km; Giugno 2013; Diesel; 176KW / 239CV; Automatico; Nero metallizzato; Beige - Pelle""","- Brescia, BS - Via Valcamonica, 19/h - 45,5471165 ,10,1638985"
8249122,"Chevrolet Captiva 2.0",https://www.autounica.com/it/chevrolet/captiva-2-0-vcdi-lt-4x4_4420.htm,https://graphics.gestionaleauto.com/gonline_graphics/8249122_O_597cc5156c0e8.jpg,"Da Autounica a Brescia","Chevrolet Captiva 2.0",Chevrolet,"8,900 EUR","""109.234 Km; Gennaio 2007; Diesel; 110KW / 150CV; Manuale; Blu metallizzato; Nero - Tessuto""","- Brescia, BS - Via Valcamonica, 19/h - 45,5471165 ,10,1638985"
8260254,"Fiat Panda 1.2 Active",https://www.autounica.com/it/fiat/panda-1-2-active-neopatentati_4421.htm,https://graphics.gestionaleauto.com/gonline_graphics/8260254_O_5980b82e9e8c2.jpg,"Da Autounica a Brescia","Fiat Panda 1.2 Active",Fiat,"5,900 EUR","""99.286 Km; Luglio 2011; Benzina; 51KW / 69CV; Manuale; Antracite metallizza; Nero - Tessuto""","- Brescia, BS - Via Valcamonica, 19/h - 45,5471165 ,10,1638985"
8262965,"Mazda Cx-7 2.2l Mzr Cd",https://www.autounica.com/it/mazda/cx-7-2-2l-mzr-cd-sport-tourer-pelle-navi-tetto-telecam_4441.htm,https://graphics.gestionaleauto.com/gonline_graphics/8262965_O_5981a62d345b1.jpg,"Da Autounica a Brescia","Mazda Cx-7 2.2l Mzr Cd",Mazda,"12,900 EUR","""123.065 Km; Febbraio 2011; Diesel; 127KW / 173CV; Manuale; Bianco perlato; Nero - Pelle""","- Brescia, BS - Via Valcamonica, 19/h - 45,5471165 ,10,1638985"
8262897,"Ford Kuga 2.0 Tdci 4wd",https://www.autounica.com/it/ford/kuga-2-0-tdci-4wd-powershift-titanium-aut-tetto-sens_4442.htm,https://graphics.gestionaleauto.com/gonline_graphics/8262897_O_5981a3d53f592.jpg,"Da Autounica a Brescia","Ford Kuga 2.0 Tdci 4wd",Ford,"13,900 EUR","""117.490 Km; Maggio 2011; Diesel; 120KW / 163CV; Automatico; Bianco pastello; Nero - Pelle/Tessuto""","- Brescia, BS - Via Valcamonica, 19/h - 45,5471165 ,10,1638985"
8262783,"Ds Ds 3 1.2 Vti Chic",https://www.autounica.com/it/ds/ds-3-1-2-vti-chic-neopatentati-sens-led-74-000-km_4444.htm,https://graphics.gestionaleauto.com/gonline_graphics/8262783_O_59819faaace68.jpg,"Da Autounica a Brescia","Ds Ds 3 1.2 Vti Chic",Ds,"9,500 EUR","""74.146 Km; Aprile 2013; Benzina; 60KW / 82CV; Manuale; Bianco pastello; Nero - Tessuto""","- Brescia, BS - Via Valcamonica, 19/h - 45,5471165 ,10,1638985"
8262903,"Ford Kuga 2.0 Tdci 4wd",https://www.autounica.com/it/ford/kuga-2-0-tdci-4wd-powersh-titanium-4x4-aut-navi-telecam_4448.htm,https://graphics.gestionaleauto.com/gonline_graphics/8262903_O_5981a40dc6f65.jpg,"Da Autounica a Brescia","Ford Kuga 2.0 Tdci 4wd",Ford,"14,900 EUR","""91.030 Km; Novembre 2011; Diesel; 120KW / 163CV; Automatico; Antracite metallizza; Nero - Pelle/Tessuto""","- Brescia, BS - Via Valcamonica, 19/h - 45,5471165 ,10,1638985"
8262799,"Ds Ds 4 1.6 Vti 120 Chic",https://www.autounica.com/it/ds/ds-4-1-6-vti-120-chic-pelle-sens-cruise-led-88-000-km_4450.htm,https://graphics.gestionaleauto.com/gonline_graphics/8262799_O_5981a041784fd.jpg,"Da Autounica a Brescia","Ds Ds 4 1.6 Vti 120 Chic",Ds,"10,900 EUR","""88.396 Km; Luglio 2011; Benzina; 88KW / 120CV; Manuale; Antracite metallizza; Nero - Pelle/Tessuto""","- Brescia, BS - Via Valcamonica, 19/h - 45,5471165 ,10,1638985"
8262950,"Land Rover Range Rover",https://www.autounica.com/it/land-rover/range-rover-evoque-2-2-td4-5-porte-4x4-aut-pelle-navi-sens-cerchi-18-_4451.htm,https://graphics.gestionaleauto.com/gonline_graphics/8262950_O_5981a5309a154.jpg,"Da Autounica a Brescia","Land Rover Range Rover","Land Rover","25,900 EUR","""99.326 Km; Ottobre 2011; Diesel; 110KW / 150CV; Automatico; champagne metallizza; Nero - Pelle""","- Brescia, BS - Via Valcamonica, 19/h - 45,5471165 ,10,1638985"
8262745,"Citroen C3 1.4 Cmp-5",https://www.autounica.com/it/citroen/c3-1-4-cmp-5-exclusive-autom-cruise-110-000-km_4452.htm,https://graphics.gestionaleauto.com/gonline_graphics/8262745_O_59819ea95f8ed.jpg,"Da Autounica a Brescia","Citroen C3 1.4 Cmp-5",Citroen,"4,500 EUR","""113.223 Km; Marzo 2007; Benzina; 65KW / 88CV; Automatico; champagne metallizza; Nero - Tessuto""","- Brescia, BS - Via Valcamonica, 19/h - 45,5471165 ,10,1638985"
8262868,"Fiat Grande Punto 1.4 3",https://www.autounica.com/it/fiat/grande-punto-1-4-3-porte-dynamic-sport-cerchi-clima-radio-cd_4454.htm,https://graphics.gestionaleauto.com/gonline_graphics/8262868_O_5981a2bb71d44.jpg,"Da Autounica a Brescia","Fiat Grande Punto 1.4 3",Fiat,"3,500 EUR","""151.419 Km; Giugno 2007; Benzina; 70KW / 95CV; Manuale; Nero metallizzato; Nero - Tessuto""","- Brescia, BS - Via Valcamonica, 19/h - 45,5471165 ,10,1638985"
8262936,"Lancia Delta 1.6 Mjt Dpf",https://www.autounica.com/it/lancia/delta-1-6-mjt-dpf-selectronic-oro-aut-sens-led-92-000-km_4455.htm,https://graphics.gestionaleauto.com/gonline_graphics/8262936_O_5981a4e42ceb1.jpg,"Da Autounica a Brescia","Lancia Delta 1.6 Mjt Dpf",Lancia,"10,900 EUR","""92.104 Km; Ottobre 2010; Diesel; 88KW / 120CV; Automatico; Nero pastello; Nero - Tessuto""","- Brescia, BS - Via Valcamonica, 19/h - 45,5471165 ,10,1638985"
8262974,"Mercedes-benz A 160 Cdi",https://www.autounica.com/it/mercedes-benz/a-160-cdi-automatic-executive-neopatentati-cruise_4456.htm,https://graphics.gestionaleauto.com/gonline_graphics/8262974_O_5981a67e243a4.jpg,"Da Autounica a Brescia","Mercedes-benz A 160 Cdi",Mercedes-benz,"9,900 EUR","""126.283 Km; Gennaio 2011; Diesel; 60KW / 82CV; Automatico; Nero metallizzato; Nero - Tessuto""","- Brescia, BS - Via Valcamonica, 19/h - 45,5471165 ,10,1638985"
